RHEA_ID	DIRECTION	MASTER_ID	ID	DB
18556	BI	18553	R02544	KEGG_REACTION
18557	UN	18557	2.3.1.105	EC
18557	UN	18557	GO:0047160	GO
18558	LR	18557	2.3.1.105-RXN	METACYC
18560	BI	18557	R03455	KEGG_REACTION
18561	UN	18561	1.3.1.70	EC
18561	UN	18561	GO:0050613	GO
18561	UN	18561	R-HSA-194698.1	REACTOME
18563	RL	18561	1.3.1.70-RXN	METACYC
18563	RL	18561	R-HSA-194674.1	REACTOME
18564	BI	18561	R05639	KEGG_REACTION
18565	UN	18565	2.3.1.161	EC
18565	UN	18565	GO:0050637	GO
18566	LR	18565	2.3.1.161-RXN	METACYC
18568	BI	18565	R07251	KEGG_REACTION
18569	UN	18569	1.2.3.9	EC
18569	UN	18569	GO:0018488	GO
18570	LR	18569	ARYL-ALDEHYDE-OXIDASE-RXN	METACYC
18572	BI	18569	R01489	KEGG_REACTION
18573	UN	18573	1.5.3.12	EC
18574	LR	18573	RXN-9275	METACYC
18576	BI	18573	R04706	KEGG_REACTION
18577	UN	18577	2.1.1.302	EC
18578	LR	18577	RXN-15304	METACYC
18581	UN	18581	1.4.3.8	EC
18581	UN	18581	GO:0047883	GO
18582	LR	18581	ETHANOLAMINE-OXIDASE-RXN	METACYC
18584	BI	18581	R01469	KEGG_REACTION
18585	UN	18585	5.3.1.1	EC
18585	UN	18585	GO:0004807	GO
18586	LR	18585	R-HSA-70481.3	REACTOME
18587	RL	18585	M0324	MACIE
18587	RL	18585	R-HSA-70454.3	REACTOME
18588	BI	18585	R01015	KEGG_REACTION
18588	BI	18585	TRIOSEPISOMERIZATION-RXN	ECOCYC
18588	BI	18585	TRIOSEPISOMERIZATION-RXN	METACYC
18589	UN	18589	2.7.7.42	EC
18589	UN	18589	GO:0008882	GO
18590	LR	18589	GSADENYLATION-RXN	ECOCYC
18590	LR	18589	GSADENYLATION-RXN	METACYC
18592	BI	18589	R03473	KEGG_REACTION
18593	UN	18593	4.1.2.27	EC
18593	UN	18593	GO:0008117	GO
18594	LR	18593	R-HSA-428681.1	REACTOME
18594	LR	18593	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	METACYC
18596	BI	18593	R02464	KEGG_REACTION
18597	UN	18597	1.18.1.1	EC
18597	UN	18597	1.18.1.4	EC
18597	UN	18597	GO:0015044	GO
18600	BI	18597	R02000	KEGG_REACTION
18600	BI	18597	RUBREDOXIN--NAD%2b-REDUCTASE-RXN	METACYC
18600	BI	18597	RUBREDOXIN--NADP%2b-REDUCTASE-RXN	METACYC
18601	UN	18601	4.1.1.69	EC
18601	UN	18601	GO:0047556	GO
18602	LR	18601	34-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	METACYC
18604	BI	18601	R01634	KEGG_REACTION
18605	UN	18605	2.7.1.65	EC
18605	UN	18605	GO:0050276	GO
18606	LR	18605	SCYLLO-INOSAMINE-KINASE-RXN	METACYC
18608	BI	18605	R03384	KEGG_REACTION
18609	UN	18609	2.1.3.9	EC
18609	UN	18609	GO:0043857	GO
18612	BI	18609	2.1.3.9-RXN	METACYC
18612	BI	18609	R07245	KEGG_REACTION
18613	UN	18613	1.14.99.15	EC
18613	UN	18613	GO:0018690	GO
18614	LR	18613	1.14.99.15-RXN	METACYC
18616	BI	18613	R01306	KEGG_REACTION
18617	UN	18617	4.1.1.49	EC
18617	UN	18617	GO:0004612	GO
18618	LR	18617	M0051	MACIE
18618	LR	18617	PEPCARBOXYKIN-RXN	ECOCYC
18618	LR	18617	PEPCARBOXYKIN-RXN	METACYC
18620	BI	18617	R00341	KEGG_REACTION
18621	UN	18621	1.14.11.9	EC
18621	UN	18621	GO:0045486	GO
18622	LR	18621	1.14.11.9-RXN	METACYC
18624	BI	18621	R07329	KEGG_REACTION
18625	UN	18625	1.1.1.120	EC
18625	UN	18625	1.1.1.359	EC
18625	UN	18625	1.1.1.360	EC
18625	UN	18625	GO:0047910	GO
18628	BI	18625	GALACTOSE-1-DEHYDROGENASE-NADP%2b-RXN	METACYC
18628	BI	18625	R07132	KEGG_REACTION
18628	BI	18625	RXN-14234	METACYC
18629	UN	18629	2.7.1.23	EC
18629	UN	18629	GO:0003951	GO
18630	LR	18629	NAD-KIN-RXN	ECOCYC
18630	LR	18629	NAD-KIN-RXN	METACYC
18630	LR	18629	R-HSA-197198.2	REACTOME
18630	LR	18629	R-HSA-8955030.1	REACTOME
18632	BI	18629	R00104	KEGG_REACTION
18633	UN	18633	6.3.5.5	EC
18633	UN	18633	GO:0004088	GO
18634	LR	18633	CARBPSYN-RXN	ECOCYC
18634	LR	18633	CARBPSYN-RXN	METACYC
18634	LR	18633	R-HSA-73577.4	REACTOME
18636	BI	18633	R00575	KEGG_REACTION
18637	UN	18637	1.12.1.3	EC
18637	UN	18637	1.12.1.5	EC
18637	UN	18637	GO:0050583	GO
18640	BI	18637	1.12.1.3-RXN	METACYC
18640	BI	18637	R07181	KEGG_REACTION
18640	BI	18637	RXN-13947	METACYC
18641	UN	18641	1.12.5.1	EC
18641	UN	18641	GO:0047067	GO
18644	BI	18641	1.12.5.1-RXN	METACYC
18644	BI	18641	R02965	KEGG_REACTION
18645	UN	18645	2.5.1.44	EC
18645	UN	18645	GO:0047296	GO
18648	BI	18645	2.5.1.44-RXN	METACYC
18648	BI	18645	R00018	KEGG_REACTION
18649	UN	18649	4.2.1.140	EC
18649	UN	18649	4.2.1.6	EC
18649	UN	18649	GO:0008869	GO
18650	LR	18649	GALACTONDEHYDRAT-RXN	ECOCYC
18650	LR	18649	GALACTONDEHYDRAT-RXN	METACYC
18652	BI	18649	R03033	KEGG_REACTION
18653	UN	18653	3.5.2.1	EC
18653	UN	18653	GO:0047694	GO
18654	LR	18653	BARBITURASE-RXN	METACYC
18656	BI	18653	R02139	KEGG_REACTION
18657	UN	18657	1.1.1.81	EC
18657	UN	18657	GO:0016618	GO
18659	RL	18657	RXN0-300	ECOCYC
18659	RL	18657	RXN0-300	METACYC
18660	BI	18657	R01392	KEGG_REACTION
18661	UN	18661	1.5.1.24	EC
18661	UN	18661	GO:0047126	GO
18664	BI	18661	1.5.1.24-RXN	METACYC
18664	BI	18661	R00666	KEGG_REACTION
18665	UN	18665	2.7.4.17	EC
18665	UN	18665	2.7.4.17-RXN	METACYC
18665	UN	18665	GO:0047335	GO
18668	BI	18665	R02188	KEGG_REACTION
18669	UN	18669	3.2.2.7	EC
18669	UN	18669	GO:0047622	GO
18670	LR	18669	ADENOSINE-NUCLEOSIDASE-RXN	ECOCYC
18670	LR	18669	ADENOSINE-NUCLEOSIDASE-RXN	METACYC
18672	BI	18669	R01245	KEGG_REACTION
18673	UN	18673	2.7.11.30	EC
18673	UN	18673	GO:0004675	GO
18676	BI	18673	2.7.11.30-RXN	METACYC
18681	UN	18681	2.5.1.7	EC
18681	UN	18681	GO:0008760	GO
18682	LR	18681	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	ECOCYC
18682	LR	18681	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	METACYC
18684	BI	18681	R00660	KEGG_REACTION
18685	UN	18685	1.14.13.50	EC
18685	UN	18685	GO:0018677	GO
18686	LR	18685	PCP4MONO-RXN	METACYC
18688	BI	18685	R03982	KEGG_REACTION
18689	UN	18689	3.1.1.32	EC
18689	UN	18689	GO:0008970	GO
18690	LR	18689	PHOSPHOLIPASE-A1-RXN	ECOCYC
18690	LR	18689	PHOSPHOLIPASE-A1-RXN	METACYC
18692	BI	18689	R01314	KEGG_REACTION
18692	BI	18689	RXN-10728	METACYC
18693	UN	18693	3.5.1.11	EC
18693	UN	18693	GO:0008953	GO
18693	UN	18693	PENICILLIN-AMIDASE-RXN	METACYC
18696	BI	18693	R02170	KEGG_REACTION
18697	UN	18697	4.1.1.80	EC
18697	UN	18697	GO:0050546	GO
18698	LR	18697	4.1.1.80-RXN	METACYC
18700	BI	18697	R03341	KEGG_REACTION
18701	UN	18701	1.20.9.1	EC
18701	UN	18701	GO:0050611	GO
18702	LR	18701	1.20.98.1-RXN	METACYC
18704	BI	18701	R05751	KEGG_REACTION
18705	UN	18705	GO:0003829	GO
18708	BI	18705	R04575	KEGG_REACTION
18709	UN	18709	1.4.99.2	EC
18709	UN	18709	GO:0050323	GO
18710	LR	18709	TAURINE-DEHYDROGENASE-RXN	METACYC
18712	BI	18709	R07167	KEGG_REACTION
18717	UN	18717	2.1.1.84	EC
18717	UN	18717	GO:0030759	GO
18718	LR	18717	2.1.1.84-RXN	METACYC
18720	BI	18717	R04505	KEGG_REACTION
18721	UN	18721	4.2.3.186	EC
18722	LR	18721	RXN-18892	METACYC
18724	BI	18721	R11851	KEGG_REACTION
18725	UN	18725	GO:0050547	GO
18726	LR	18725	4.1.2.41-RXN	METACYC
18728	BI	18725	R05773	KEGG_REACTION
18737	UN	18737	2.7.9.3	EC
18737	UN	18737	GO:0004756	GO
18738	LR	18737	2.7.9.3-RXN	ECOCYC
18738	LR	18737	2.7.9.3-RXN	METACYC
18738	LR	18737	R-HSA-8959510.1	REACTOME
18740	BI	18737	R03595	KEGG_REACTION
18741	UN	18741	2.3.1.166	EC
18741	UN	18741	GO:0050642	GO
18742	LR	18741	2.3.1.166-RXN	METACYC
18744	BI	18741	R06310	KEGG_REACTION
18745	UN	18745	1.17.3.4	EC
18745	UN	18745	GO:0050012	GO
18746	LR	18745	JUGLONE-3-MONOOXYGENASE-RXN	METACYC
18748	BI	18745	R04327	KEGG_REACTION
18749	UN	18749	1.8.1.8	EC
18752	BI	18749	1.6.4.4-RXN	METACYC
18752	BI	18749	R03913	KEGG_REACTION
18753	UN	18753	1.8.1.8	EC
18756	BI	18753	1.6.4.4-RXN	METACYC
18756	BI	18753	R03914	KEGG_REACTION
18757	UN	18757	1.14.11.70	EC
18758	LR	18757	RXN-20448	METACYC
18760	BI	18757	R12509	KEGG_REACTION
18762	LR	18761	RXN-7950	METACYC
18764	BI	18761	R05209	KEGG_REACTION
18765	UN	18765	2.7.8.27	EC
18765	UN	18765	GO:0033188	GO
18768	BI	18765	2.7.8.27-RXN	METACYC
18768	BI	18765	R08969	KEGG_REACTION
18769	UN	18769	5.3.2.5	EC
18769	UN	18769	GO:0043715	GO
18770	LR	18769	R82-RXN	METACYC
18772	BI	18769	R07393	KEGG_REACTION
18773	UN	18773	2.1.1.247	EC
18773	UN	18773	GO:0043833	GO
18774	LR	18773	RXN-8099	METACYC
18777	UN	18777	4.99.1.2	EC
18777	UN	18777	GO:0018836	GO
18780	BI	18777	ALKYLMERCURY-LYASE-RXN	METACYC
18780	BI	18777	R03529	KEGG_REACTION
18781	UN	18781	4.1.1.9	EC
18781	UN	18781	GO:0050080	GO
18782	LR	18781	MALONYL-COA-DECARBOXYLASE-RXN	METACYC
18782	LR	18781	R-HSA-977317.2	REACTOME
18784	BI	18781	R00233	KEGG_REACTION
18789	UN	18789	5.1.3.42	EC
18792	BI	18789	RXN-19878	METACYC
18793	UN	18793	5.4.2.7	EC
18793	UN	18793	GO:0008973	GO
18794	LR	18793	R-HSA-6787329.2	REACTOME
18796	BI	18793	PPENTOMUT-RXN	ECOCYC
18796	BI	18793	PPENTOMUT-RXN	METACYC
18796	BI	18793	R01057	KEGG_REACTION
18798	LR	18797	RXN-8671	METACYC
18800	BI	18797	R07370	KEGG_REACTION
18801	UN	18801	2.5.1.20	EC
18801	UN	18801	GO:0050267	GO
18804	BI	18801	2.5.1.20-RXN	METACYC
18804	BI	18801	R08400	KEGG_REACTION
18805	UN	18805	1.8.4.15	EC
18806	LR	18805	RXN0-7310	ECOCYC
18806	LR	18805	RXN0-7310	METACYC
18809	UN	18809	2.6.1.47	EC
18809	UN	18809	GO:0047308	GO
18812	BI	18809	2.6.1.47-RXN	METACYC
18812	BI	18809	R02970	KEGG_REACTION
18813	UN	18813	5.3.3.10	EC
18813	UN	18813	GO:0008704	GO
18814	LR	18813	5.3.3.10-RXN	METACYC
18816	BI	18813	R04379	KEGG_REACTION
18817	UN	18817	2.8.3.3	EC
18817	UN	18817	GO:0050078	GO
18817	UN	18817	MALONATE-COA-TRANSFERASE-RXN	METACYC
18820	BI	18817	R00743	KEGG_REACTION
18821	UN	18821	2.3.1.6	EC
18821	UN	18821	GO:0004102	GO
18822	LR	18821	R-HSA-264622.2	REACTOME
18824	BI	18821	CHOLINE-O-ACETYLTRANSFERASE-RXN	METACYC
18824	BI	18821	R01023	KEGG_REACTION
18825	UN	18825	2.4.1.125	EC
18825	UN	18825	2.4.1.5	EC
18828	BI	18825	2.4.1.125-RXN	METACYC
18828	BI	18825	R02120	KEGG_REACTION
18829	UN	18829	1.1.1.290	EC
18829	UN	18829	GO:0033711	GO
18830	LR	18829	ERYTHRON4PDEHYDROG-RXN	ECOCYC
18830	LR	18829	ERYTHRON4PDEHYDROG-RXN	METACYC
18832	BI	18829	R04210	KEGG_REACTION
18833	UN	18833	1.2.1.62	EC
18833	UN	18833	GO:0018482	GO
18836	BI	18833	R05272	KEGG_REACTION
18836	BI	18833	SYDDEHYD-RXN	METACYC
18837	UN	18837	2.3.1.163	EC
18837	UN	18837	2.3.1.163-RXN	METACYC
18837	UN	18837	GO:0050639	GO
18840	BI	18837	R07252	KEGG_REACTION
18841	UN	18841	1.1.1.60	EC
18841	UN	18841	GO:0008679	GO
18843	RL	18841	TSA-REDUCT-RXN	ECOCYC
18843	RL	18841	TSA-REDUCT-RXN	METACYC
18844	BI	18841	R01747	KEGG_REACTION
18845	UN	18845	1.1.1.60	EC
18845	UN	18845	GO:0103032	GO
18847	RL	18845	TSA-REDUCT-RXN	ECOCYC
18847	RL	18845	TSA-REDUCT-RXN	METACYC
18848	BI	18845	R01745	KEGG_REACTION
18848	BI	18845	RXN0-5289	ECOCYC
18848	BI	18845	RXN0-5289	METACYC
18849	UN	18849	1.14.14.90	EC
18849	UN	18849	GO:0033773	GO
18850	LR	18849	RXN-11846	METACYC
18852	BI	18849	R07371	KEGG_REACTION
18853	UN	18853	1.1.1.93	EC
18857	UN	18857	1.14.14.138	EC
18857	UN	18857	GO:0033777	GO
18858	LR	18857	1.14.13.94-RXN	METACYC
18860	BI	18857	R07203	KEGG_REACTION
18861	UN	18861	2.1.1.69	EC
18862	LR	18861	RXN-8448	METACYC
18864	BI	18861	R08538	KEGG_REACTION
18865	UN	18865	2.3.1.168	EC
18865	UN	18865	GO:0043754	GO
18866	LR	18865	2.3.1.168-RXN	METACYC
18868	BI	18865	R02662	KEGG_REACTION
18869	UN	18869	2.7.1.53	EC
18869	UN	18869	GO:0008744	GO
18870	LR	18869	LYXK-RXN	ECOCYC
18870	LR	18869	LYXK-RXN	METACYC
18872	BI	18869	R01901	KEGG_REACTION
18873	UN	18873	4.5.1.2	EC
18873	UN	18873	GO:0019149	GO
18876	BI	18873	3-CHLORO-D-ALANINE-DEHYDROCHLORINASE-RXN	METACYC
18876	BI	18873	R01031	KEGG_REACTION
18877	UN	18877	2.1.1.39	EC
18877	UN	18877	GO:0030740	GO
18878	LR	18877	MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN	METACYC
18880	BI	18877	R01189	KEGG_REACTION
18881	UN	18881	6.3.2.18	EC
18881	UN	18881	GO:0047914	GO
18882	LR	18881	GAMMA-GLUTAMYLHISTAMINE-SYNTHASE-RXN	METACYC
18885	UN	18885	1.1.1.271	EC
18885	UN	18885	GO:0050577	GO
18887	RL	18885	1.1.1.271-RXN	ECOCYC
18887	RL	18885	1.1.1.271-RXN	METACYC
18888	BI	18885	R05692	KEGG_REACTION
18889	UN	18889	2.4.1.15	EC
18889	UN	18889	GO:0003825	GO
18890	LR	18889	TREHALOSE6PSYN-RXN	ECOCYC
18890	LR	18889	TREHALOSE6PSYN-RXN	METACYC
18892	BI	18889	R00836	KEGG_REACTION
18893	UN	18893	2.4.1.239	EC
18893	UN	18893	GO:0033838	GO
18894	LR	18893	2.4.1.239-RXN	METACYC
18896	BI	18893	R07339	KEGG_REACTION
18897	UN	18897	1.21.99.3	EC
18897	UN	18897	GO:0033798	GO
18899	RL	18897	1.97.1.11-RXN	METACYC
18900	BI	18897	R07230	KEGG_REACTION
18901	UN	18901	3.5.1.64	EC
18901	UN	18901	3.5.1.64-RXN	METACYC
18901	UN	18901	GO:0047413	GO
18904	BI	18901	R01987	KEGG_REACTION
18905	UN	18905	3.11.1.1	EC
18905	UN	18905	GO:0050194	GO
18906	LR	18905	M0181	MACIE
18908	BI	18905	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN	METACYC
18908	BI	18905	R00747	KEGG_REACTION
18909	UN	18909	2.1.1.136	EC
18909	UN	18909	GO:0030790	GO
18910	LR	18909	2.1.1.136-RXN	METACYC
18912	BI	18909	R05754	KEGG_REACTION
18913	UN	18913	2.4.99.6	EC
18913	UN	18913	GO:0004513	GO
18914	LR	18913	2.4.99.10-RXN	METACYC
18916	BI	18913	R04656	KEGG_REACTION
18916	BI	18913	R06026	KEGG_REACTION
18925	UN	18925	1.1.1.20	EC
18925	UN	18925	GO:0047941	GO
18926	LR	18925	GLUCURONOLACTONE-REDUCTASE-RXN	METACYC
18928	BI	18925	R03183	KEGG_REACTION
18929	UN	18929	1.14.99.35	EC
18929	UN	18929	GO:0050603	GO
18930	LR	18929	1.14.99.35-RXN	METACYC
18932	BI	18929	R05742	KEGG_REACTION
18933	UN	18933	4.2.1.107	EC
18933	UN	18933	GO:0033989	GO
18934	LR	18933	RXN-9847	METACYC
18936	BI	18933	R04813	KEGG_REACTION
18937	UN	18937	3.5.1.97	EC
18938	LR	18937	3.5.1.97-RXN	METACYC
18940	BI	18937	R09646	KEGG_REACTION
18941	UN	18941	1.1.1.413	EC
18943	RL	18941	RXN-18649	METACYC
18944	BI	18941	R11776	KEGG_REACTION
18945	UN	18945	1.14.11.2	EC
18945	UN	18945	GO:0004656	GO
18946	LR	18945	1.14.11.2-RXN	METACYC
18948	BI	18945	R03219	KEGG_REACTION
18949	UN	18949	1.14.14.106	EC
18949	UN	18949	GO:0050598	GO
18952	BI	18949	R06308	KEGG_REACTION
18953	UN	18953	1.1.1.153	EC
18953	UN	18953	GO:0004757	GO
18956	BI	18953	R02975	KEGG_REACTION
18956	BI	18953	SEPIAPTERIN-REDUCTASE-RXN	METACYC
18957	UN	18957	1.14.14.53	EC
18957	UN	18957	GO:0052741	GO
18958	LR	18957	RXN-10746	METACYC
18960	BI	18957	R06119	KEGG_REACTION
18965	UN	18965	4.2.1.75	EC
18965	UN	18965	GO:0004852	GO
18966	LR	18965	M0204	MACIE
18966	LR	18965	R-HSA-189488.1	REACTOME
18968	BI	18965	R03165	KEGG_REACTION
18968	BI	18965	UROGENIIISYN-RXN	ECOCYC
18968	BI	18965	UROGENIIISYN-RXN	METACYC
18969	UN	18969	4.1.1.106	EC
18970	LR	18969	RXN-19209	METACYC
18972	BI	18969	R11915	KEGG_REACTION
18973	UN	18973	1.14.11.20	EC
18973	UN	18973	GO:0050590	GO
18974	LR	18973	1.14.11.20-RXN	METACYC
18976	BI	18973	R05857	KEGG_REACTION
18977	UN	18977	1.1.5.3	EC
18977	UN	18977	GO:0004368	GO
18978	LR	18977	RXN-15745	METACYC
18980	BI	18977	R00849	KEGG_REACTION
18981	UN	18981	1.1.1.168	EC
18981	UN	18981	1.1.1.214	EC
18981	UN	18981	1.1.1.358	EC
18981	UN	18981	GO:0036441	GO
18983	RL	18981	1.1.1.168-RXN	METACYC
18983	RL	18981	DEHYDROPANTLACRED-RXN	METACYC
18984	BI	18981	1.1.1.168-RXN	ECOCYC
18984	BI	18981	DEHYDROPANTLACRED-RXN	ECOCYC
18984	BI	18981	R03155	KEGG_REACTION
18985	UN	18985	5.4.4.2	EC
18985	UN	18985	GO:0008909	GO
18986	LR	18985	M0325	MACIE
18988	BI	18985	ISOCHORSYN-RXN	ECOCYC
18988	BI	18985	ISOCHORSYN-RXN	METACYC
18988	BI	18985	R01717	KEGG_REACTION
18989	UN	18989	4.1.1.14	EC
18989	UN	18989	GO:0050390	GO
18989	UN	18989	VALINE-DECARBOXYLASE-RXN	METACYC
18992	BI	18989	R01437	KEGG_REACTION
18993	UN	18993	1.13.11.45	EC
18993	UN	18993	GO:0050584	GO
18994	LR	18993	1.13.11.45-RXN	METACYC
18996	BI	18993	R05718	KEGG_REACTION
18997	UN	18997	2.7.7.15	EC
18997	UN	18997	GO:0004105	GO
18998	LR	18997	2.7.7.15-RXN	METACYC
19000	BI	18997	R01890	KEGG_REACTION
19009	UN	19009	3.7.1.5	EC
19009	UN	19009	GO:0047621	GO
19010	LR	19009	ACYLPYRUVATE-HYDROLASE-RXN	METACYC
19012	BI	19009	R00543	KEGG_REACTION
19013	UN	19013	3.6.1.39	EC
19013	UN	19013	GO:0050339	GO
19014	LR	19013	THYMIDINE-TRIPHOSPHATASE-RXN	METACYC
19016	BI	19013	R02095	KEGG_REACTION
19017	UN	19017	4.2.1.93	EC
19017	UN	19017	GO:0047453	GO
19018	LR	19017	4.2.1.93-RXN	METACYC
19020	BI	19017	R00129	KEGG_REACTION
19021	UN	19021	2.4.1.40	EC
19021	UN	19021	GO:0004380	GO
19022	LR	19021	2.4.1.40-RXN	METACYC
19024	BI	19021	R04423	KEGG_REACTION
19028	BI	19025	R00357	KEGG_REACTION
19029	UN	19029	3.5.1.54	EC
19029	UN	19029	GO:0004039	GO
19030	LR	19029	ALLOPHANATE-HYDROLASE-RXN	METACYC
19032	BI	19029	R00005	KEGG_REACTION
19033	UN	19033	5.1.3.8	EC
19033	UN	19033	GO:0050121	GO
19036	BI	19033	N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN	METACYC
19036	BI	19033	R02652	KEGG_REACTION
19037	UN	19037	3.3.2.10	EC
19037	UN	19037	GO:0004301	GO
19040	BI	19037	3.3.2.10-RXN	METACYC
19040	BI	19037	R02822	KEGG_REACTION
19041	UN	19041	1.14.14.29	EC
19041	UN	19041	GO:0033783	GO
19042	LR	19041	1.14.13.60-RXN	METACYC
19042	LR	19041	RXN-7981	METACYC
19044	BI	19041	R07372	KEGG_REACTION
19045	UN	19045	2.3.1.182	EC
19045	UN	19045	GO:0043714	GO
19046	LR	19045	RXN-7743	METACYC
19048	BI	19045	R07399	KEGG_REACTION
19049	UN	19049	2.7.1.81	EC
19049	UN	19049	GO:0047992	GO
19052	BI	19049	HYDROXYLYSINE-KINASE-RXN	METACYC
19052	BI	19049	R03378	KEGG_REACTION
19053	UN	19053	3.5.4.27	EC
19053	UN	19053	GO:0018759	GO
19056	BI	19053	3.5.4.27-RXN	METACYC
19056	BI	19053	R03464	KEGG_REACTION
19057	UN	19057	1.11.1.12	EC
19057	UN	19057	GO:0047066	GO
19058	LR	19057	1.11.1.12-RXN	METACYC
19060	BI	19057	R03167	KEGG_REACTION
19061	UN	19061	1.7.1.2	EC
19061	UN	19061	1.7.1.3	EC
19061	UN	19061	GO:0050464	GO
19063	RL	19061	NITRATE-REDUCTASE-NADPH-RXN	METACYC
19063	RL	19061	NITRATE-REDUCTASE-NADPORNOPH-RXN	METACYC
19064	BI	19061	R00796	KEGG_REACTION
19069	UN	19069	4.4.1.5	EC
19069	UN	19069	GO:0004462	GO
19071	RL	19069	GLYOXI-RXN	ECOCYC
19071	RL	19069	M0032	MACIE
19071	RL	19069	R-HSA-5694071.1	REACTOME
19072	BI	19069	GLYOXI-RXN	METACYC
19072	BI	19069	R02530	KEGG_REACTION
19073	UN	19073	2.7.11.10	EC
19073	UN	19073	GO:0008384	GO
19076	BI	19073	2.7.11.10-RXN	METACYC
19081	UN	19081	3.8.1.5	EC
19081	UN	19081	GO:0018786	GO
19082	LR	19081	HALOALKANE-DEHALOGENASE-RXN	METACYC
19084	BI	19081	R02337	KEGG_REACTION
19085	UN	19085	2.6.1.33	EC
19085	UN	19085	GO:0019179	GO
19088	BI	19085	2.6.1.33-RXN	METACYC
19088	BI	19085	R02773	KEGG_REACTION
19090	LR	19089	UROPORIIIMETHYLTRANSA-RXN	ECOCYC
19090	LR	19089	UROPORIIIMETHYLTRANSA-RXN	METACYC
19092	BI	19089	R07237	KEGG_REACTION
19093	UN	19093	4.1.1.111	EC
19094	LR	19093	RXN-15805	METACYC
19096	BI	19093	R12000	KEGG_REACTION
19101	UN	19101	1.1.1.165	EC
19101	UN	19101	2-ALKYN-1-OL-DEHYDROGENASE-RXN	METACYC
19101	UN	19101	GO:0047535	GO
19104	BI	19101	R03963	KEGG_REACTION
19105	UN	19105	1.2.1.19	EC
19105	UN	19105	GO:0019145	GO
19106	LR	19105	AMINOBUTDEHYDROG-RXN	ECOCYC
19106	LR	19105	AMINOBUTDEHYDROG-RXN	METACYC
19108	BI	19105	R02549	KEGG_REACTION
19109	UN	19109	2.3.1.143	EC
19109	UN	19109	GO:0047176	GO
19110	LR	19109	2.3.1.143-RXN	METACYC
19112	BI	19109	R04498	KEGG_REACTION
19117	UN	19117	1.14.17.1	EC
19117	UN	19117	GO:0004500	GO
19118	LR	19117	DOPAMINE-BETA-MONOOXYGENASE-RXN	METACYC
19120	BI	19117	R02535	KEGG_REACTION
19121	UN	19121	7.6.2.3	EC
19121	UN	19121	GO:0015431	GO
19122	LR	19121	TRANS-RXN-358	METACYC
19125	UN	19125	2.6.1.45	EC
19125	UN	19125	GO:0050281	GO
19128	BI	19125	R00588	KEGG_REACTION
19128	BI	19125	SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	METACYC
19129	UN	19129	2.7.1.145	EC
19129	UN	19129	2.7.1.21	EC
19129	UN	19129	GO:0004797	GO
19130	LR	19129	R-HSA-73632.3	REACTOME
19130	LR	19129	THYKI-RXN	ECOCYC
19130	LR	19129	THYKI-RXN	METACYC
19132	BI	19129	R01567	KEGG_REACTION
19133	UN	19133	2.6.1.26	EC
19133	UN	19133	GO:0033852	GO
19136	BI	19133	R03952	KEGG_REACTION
19136	BI	19133	THYROID-HORMONE-AMINOTRANSFERASE-RXN	METACYC
19137	UN	19137	1.14.99.11	EC
19137	UN	19137	GO:0047882	GO
19138	LR	19137	ESTRADIOL-6-BETA-MONOOXYGENASE-RXN	METACYC
19140	BI	19137	R03086	KEGG_REACTION
19141	UN	19141	GO:0050251	GO
19144	BI	19141	R02369	KEGG_REACTION
19144	BI	19141	RETINOL-ISOMERASE-RXN	METACYC
19145	UN	19145	3.1.6.3	EC
19145	UN	19145	GO:0047966	GO
19146	LR	19145	GLYCOSULFATASE-RXN	METACYC
19148	BI	19145	R00534	KEGG_REACTION
19149	UN	19149	2.4.2.31	EC
19149	UN	19149	GO:0106274	GO
19152	BI	19149	2.4.2.31-RXN	METACYC
19152	BI	19149	R00555	KEGG_REACTION
19153	UN	19153	2.4.2.25	EC
19153	UN	19153	GO:0047892	GO
19154	LR	19153	FLAVONE-APIOSYLTRANSFERASE-RXN	METACYC
19156	BI	19153	R04526	KEGG_REACTION
19157	UN	19157	4.2.1.82	EC
19157	UN	19157	GO:0050401	GO
19158	LR	19157	XYLONATE-DEHYDRATASE-RXN	METACYC
19160	BI	19157	R02429	KEGG_REACTION
19160	BI	19157	XYLONATE-DEHYDRATASE-RXN	ECOCYC
19165	UN	19165	2.4.1.208	EC
19165	UN	19165	GO:0047257	GO
19168	BI	19165	2.4.1.208-RXN	METACYC
19168	BI	19165	R05164	KEGG_REACTION
19169	UN	19169	4.3.1.17	EC
19169	UN	19169	GO:0003941	GO
19170	LR	19169	4.3.1.17-RXN	ECOCYC
19170	LR	19169	4.3.1.17-RXN	METACYC
19170	LR	19169	M0186	MACIE
19170	LR	19169	R-HSA-9034539.2	REACTOME
19172	BI	19169	R00220	KEGG_REACTION
19173	UN	19173	1.14.12.12	EC
19173	UN	19173	GO:0018625	GO
19174	LR	19173	NAPHTHALENE-12-DIOXYGENASE-RXN	METACYC
19176	BI	19173	R02968	KEGG_REACTION
